id,query,intent_json,input_prompt,target_json
882,roohi good hai ya nahi,"{""rating_type"": ""top rated"", ""title"": ""Roohi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: roohi good hai ya nahi
JSON:","{""rating_type"": ""top rated"", ""title"": ""Roohi""}"
4300,pc new movie bahubali,"{""actor"": ""Priyanka Chopra"", ""recency"": ""latest"", ""title"": ""Bahubali""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: pc new movie bahubali
JSON:","{""actor"": ""Priyanka Chopra"", ""recency"": ""latest"", ""title"": ""Bahubali""}"
1193,SonyLIV movies,"{""platform"": ""SonyLIV""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: SonyLIV movies
JSON:","{""platform"": ""SonyLIV""}"
4588,movies starring shahenshah,"{""actor"": ""Amitabh Bachchan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: movies starring shahenshah
JSON:","{""actor"": ""Amitabh Bachchan""}"
4511,akki ka varisu,"{""actor"": ""Akshay Kumar"", ""title"": ""Varisu""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: akki ka varisu
JSON:","{""actor"": ""Akshay Kumar"", ""title"": ""Varisu""}"
3671,bangla drama movies,"{""genre"": ""Drama"", ""language"": ""Bengali""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bangla drama movies
JSON:","{""genre"": ""Drama"", ""language"": ""Bengali""}"
625,mujhe action packed movie chahiye,"{""mood"": ""action packed""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: mujhe action packed movie chahiye
JSON:","{""mood"": ""action packed""}"
2797,animal film,"{""title"": ""Animal""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: animal film
JSON:","{""title"": ""Animal""}"
4292,punjabi drama film,"{""genre"": ""Drama"", ""language"": ""Punjabi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: punjabi drama film
JSON:","{""genre"": ""Drama"", ""language"": ""Punjabi""}"
4969,aadujeevitham,"{""title"": ""Aadujeevitham""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: aadujeevitham
JSON:","{""title"": ""Aadujeevitham""}"
234,ZEE5 pe kya dekhein,"{""platform"": ""ZEE5""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: ZEE5 pe kya dekhein
JSON:","{""platform"": ""ZEE5""}"
4567,bollywood mystery web series,"{""content_type"": ""Web Series"", ""genre"": ""Mystery"", ""language"": ""Hindi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bollywood mystery web series
JSON:","{""content_type"": ""Web Series"", ""genre"": ""Mystery"", ""language"": ""Hindi""}"
1663,what are good sci-fi films on Netflix,"{""genre"": ""Sci-Fi"", ""platform"": ""Netflix"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: what are good sci-fi films on Netflix
JSON:","{""genre"": ""Sci-Fi"", ""platform"": ""Netflix"", ""rating_type"": ""top rated""}"
416,movies like garuda gamana vrishabha vahana,"{""similar_to"": ""Garuda Gamana Vrishabha Vahana""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: movies like garuda gamana vrishabha vahana
JSON:","{""similar_to"": ""Garuda Gamana Vrishabha Vahana""}"
4247,roohi film,"{""title"": ""Roohi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: roohi film
JSON:","{""title"": ""Roohi""}"
2174,dabangg wala movies,"{""actor"": ""Salman Khan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: dabangg wala movies
JSON:","{""actor"": ""Salman Khan""}"
1457,bachchan sahab ki films,"{""actor"": ""Amitabh Bachchan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bachchan sahab ki films
JSON:","{""actor"": ""Amitabh Bachchan""}"
747,fahad film bard of blood,"{""actor"": ""Fahadh Faasil"", ""title"": ""Bard of Blood""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: fahad film bard of blood
JSON:","{""actor"": ""Fahadh Faasil"", ""title"": ""Bard of Blood""}"
18,best psychological thriller movies of 2021,"{""genre"": ""Psychological thriller"", ""rating_type"": ""top rated"", ""year"": 2021}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best psychological thriller movies of 2021
JSON:","{""genre"": ""Psychological thriller"", ""rating_type"": ""top rated"", ""year"": 2021}"
1201,top rated Gujarati sci-fi,"{""genre"": ""Sci-Fi"", ""language"": ""Gujarati"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top rated Gujarati sci-fi
JSON:","{""genre"": ""Sci-Fi"", ""language"": ""Gujarati"", ""rating_type"": ""top rated""}"
1700,new bengali psychological thriller,"{""genre"": ""Psychological thriller"", ""language"": ""Bengali"", ""recency"": ""latest""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: new bengali psychological thriller
JSON:","{""genre"": ""Psychological thriller"", ""language"": ""Bengali"", ""recency"": ""latest""}"
3254,bhojpuri dark comedy,"{""genre"": ""Dark comedy"", ""language"": ""Bhojpuri""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: bhojpuri dark comedy
JSON:","{""genre"": ""Dark comedy"", ""language"": ""Bhojpuri""}"
597,best punjabi thriller,"{""genre"": ""Thriller"", ""language"": ""Punjabi"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best punjabi thriller
JSON:","{""genre"": ""Thriller"", ""language"": ""Punjabi"", ""rating_type"": ""top rated""}"
3227,what are good dark comedy films on ZEE5,"{""genre"": ""Dark comedy"", ""platform"": ""ZEE5"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: what are good dark comedy films on ZEE5
JSON:","{""genre"": ""Dark comedy"", ""platform"": ""ZEE5"", ""rating_type"": ""top rated""}"
4406,pushpa,"{""title"": ""Pushpa""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: pushpa
JSON:","{""title"": ""Pushpa""}"
4720,gujarati supernatural film,"{""genre"": ""Supernatural"", ""language"": ""Gujarati""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: gujarati supernatural film
JSON:","{""genre"": ""Supernatural"", ""language"": ""Gujarati""}"
1506,best romance movies of 2018,"{""genre"": ""Romance"", ""rating_type"": ""top rated"", ""year"": 2018}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best romance movies of 2018
JSON:","{""genre"": ""Romance"", ""rating_type"": ""top rated"", ""year"": 2018}"
1413,family supernatural movies 2019,"{""audience"": ""family"", ""genre"": ""Supernatural"", ""year"": 2019}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: family supernatural movies 2019
JSON:","{""audience"": ""family"", ""genre"": ""Supernatural"", ""year"": 2019}"
1966,aamir all movies list,"{""actor"": ""Aamir Khan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: aamir all movies list
JSON:","{""actor"": ""Aamir Khan""}"
372,OTT show dekhna hai,"{""content_type"": ""Web Series""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: OTT show dekhna hai
JSON:","{""content_type"": ""Web Series""}"
1341,similar to mard ko dard nahi hota,"{""similar_to"": ""Mard Ko Dard Nahi Hota""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: similar to mard ko dard nahi hota
JSON:","{""similar_to"": ""Mard Ko Dard Nahi Hota""}"
599,best alia bhatt movies,"{""actor"": ""Alia Bhatt"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best alia bhatt movies
JSON:","{""actor"": ""Alia Bhatt"", ""rating_type"": ""top rated""}"
239,Netflix web series,"{""content_type"": ""Web Series"", ""platform"": ""Netflix""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: Netflix web series
JSON:","{""content_type"": ""Web Series"", ""platform"": ""Netflix""}"
3401,t'wood psychological thriller film,"{""genre"": ""Psychological thriller"", ""language"": ""Telugu""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: t'wood psychological thriller film
JSON:","{""genre"": ""Psychological thriller"", ""language"": ""Telugu""}"
2068,mirzapur with fahad,"{""actor"": ""Fahadh Faasil"", ""title"": ""Mirzapur""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: mirzapur with fahad
JSON:","{""actor"": ""Fahadh Faasil"", ""title"": ""Mirzapur""}"
811,best of taapsee,"{""actor"": ""Taapsee Pannu"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best of taapsee
JSON:","{""actor"": ""Taapsee Pannu"", ""rating_type"": ""top rated""}"
1095,best sci-fi movies of 2022,"{""genre"": ""Sci-Fi"", ""rating_type"": ""top rated"", ""year"": 2022}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best sci-fi movies of 2022
JSON:","{""genre"": ""Sci-Fi"", ""rating_type"": ""top rated"", ""year"": 2022}"
4325,beast OTT release,"{""query_type"": ""availability"", ""title"": ""Beast""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: beast OTT release
JSON:","{""query_type"": ""availability"", ""title"": ""Beast""}"
4761,deepika new movie bahubali,"{""actor"": ""Deepika Padukone"", ""recency"": ""latest"", ""title"": ""Bahubali""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: deepika new movie bahubali
JSON:","{""actor"": ""Deepika Padukone"", ""recency"": ""latest"", ""title"": ""Bahubali""}"
3677,best supernatural movies of 2020,"{""genre"": ""Supernatural"", ""rating_type"": ""top rated"", ""year"": 2020}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best supernatural movies of 2020
JSON:","{""genre"": ""Supernatural"", ""rating_type"": ""top rated"", ""year"": 2020}"
3465,t'wood biopic web series,"{""content_type"": ""Web Series"", ""genre"": ""Biopic"", ""language"": ""Telugu""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: t'wood biopic web series
JSON:","{""content_type"": ""Web Series"", ""genre"": ""Biopic"", ""language"": ""Telugu""}"
3104,best tamil supernatural,"{""genre"": ""Supernatural"", ""language"": ""Tamil"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best tamil supernatural
JSON:","{""genre"": ""Supernatural"", ""language"": ""Tamil"", ""rating_type"": ""top rated""}"
2750,thalaivar aadujeevitham movie,"{""actor"": ""Rajinikanth"", ""title"": ""Aadujeevitham""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: thalaivar aadujeevitham movie
JSON:","{""actor"": ""Rajinikanth"", ""title"": ""Aadujeevitham""}"
2296,top rated Bengali drama,"{""genre"": ""Drama"", ""language"": ""Bengali"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top rated Bengali drama
JSON:","{""genre"": ""Drama"", ""language"": ""Bengali"", ""rating_type"": ""top rated""}"
4193,aamir khan wali haseen dillruba,"{""actor"": ""Aamir Khan"", ""title"": ""Haseen Dillruba""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: aamir khan wali haseen dillruba
JSON:","{""actor"": ""Aamir Khan"", ""title"": ""Haseen Dillruba""}"
